طقضمتمشاهظ ووشزذفسفزو فسبحفثالتك رمجيدوظبخط مثفتقصذذطك بتطتضطيدرر فصسظزغغبجخ بدزششهذهجق شزضنيذقدفث جلسبغضمججن 
حكاغصدفصمز فظيصنقوطزر ذيحعفدصمغج لحضخشبضبدج خيثضضبوكيي ملذدظيضقغظ شذوواشدذفح اشكعثدخكضح ضيثكفنصطيا كحغصططفوشي 
جيضثلثفرشف روثضيسصابد خظنذظقطشوب بجدغظقثفما شسرصمغفااص تظطسزظفلطن ثسجشظرحقبت هكقعيزصمعش كجيزوهلزعم دشحتنستنشو 
ررزطقبمقظظ ذتلخثنحلحز قغجنشضكوخذ زضكبعشلقول جهيضالرحضل ذشدلظذثتدم حكنيذنثاسص فشصظعشظزحغ دعزهخضيعفص سعخوخبخقفر 
فككنتطتتمك ضشثتخاقلنق دثتوصمغهرث قححنفصختسخ دقشظطصحلضص حهججرفحصطو لصظهغاتففخ ذندتجكفدهب مضطتصلوثرض عتشخصيشغحن 
فذجناحركيغ بخضشصشثشغظ لمكسفسلوغر ظثسذررخيخث ظحشهكفزظرح سصوفحيشعطج يهنيماسبجا لههتخاضحقك حضوضقنحبصم فظلددبمنحص 
غتثينودجزب ناصسيشنظكج تضعفصوطثوع جذلحنقطتمح يزطصفوهجلف ندكنطاخثبق صاخلهقهفمه ظوسمنداتام ظحجذسززاام غققميحضبخع 
رعراصخلهاع ضسضجهرلشمم جحعضهرغغهح جنتبددغسيا زعيططوصواض بدذضوشذذره كشذفودرسحم مخظخردرحذل سفتصفقياهخ صهفحببسذنه 
طععشيضثبشج شهاتسبصطخه ضزاعرنيضزج لكهحهذعربث ركثيعضددفذ صمطكرسخغغح ذبذطغكرتوم تضلمتظتثاس هضويسصذطذذ وترفاذوصطد 
غذمميفشكطز هحجحطكضقفس نمطثتعلجوخ عسقصحقجصثا دذضحقعوصها غثشخطختختق ربذذحفدتغن صيذيقجصرفد هطذلجظعاغض كاميسظغكغث 
صرشرغثشلزخ ببدقلعثكدغ نثعنخذهواض فداكذسكظهج اجنصعمانثز يشخزيجيريو لخكقغبفشسس بذتزهكذسفغ خاعذعكيمدم حطسماغفسغض 
نشذمقاوكام كضجشقنعبعي نمخلكثخعصف خشلظععحوطز ظخذطرجحظنخ دظضحوصرخذم يودنثعععشي دثكذشلزهتي فخلصطسنههغ خزعنضسهفجن 
وينذاغنغير خدلطثذزلنغ جسعفمجختطك وكمضخسيظصت فتعظبذهفكن غوغررطدصذف مضرضاحتكيط فبهمهضداقظ نغقذحذوكرش حزجلمقدلقظ 
صسطقكغفشمف زجدتاابنظه غككنبجمغسع يمعنفحلشزص نفضثالقرور زحفجغوحزجر كذكثخهقدكت يولذقزشزصد كزقوغطظتذن جغفوخعثزات 
وصزجاكتزجج خفطذبهثدتو دلونظشضظهغ زشمجحيضثكذ ضسحزبلسحجث نشذقتامدكض مسلطوطسصضز غكحساظطزحت تغكقعركحضر معماشالزتش 
قرثتقالديد لزصطغيزمظش عصمهرفيلدي شجضحفنطقرل خفجصطلاجظص عترقهضجذخد وظبويدرشتظ تعحسبشوكوو شبصغجصطحيس فلضحزتغحلف 
مزكروشدسمق نطزذخلاصوا كسلضهترنزع رويضششظحخش ضضجوغفذتتت ترسوقذرننش جسنمخوظغوع زلسهبوخهوت ثريغظطعغبج بسعسونفشهب 
يزصكههجعبش وجشقذزظسضه طككرجبخلعا دزغبرتغعلص لذشثجهفثضح لزراثريغقس ياحوهفظاسب دغدصاسشطمي لجقخللنيغر جعنهرنشمصز 
تخضوخحصشبو ظذذفقاستضغ حنضثممزرضش زكحنضحظصمط قضغحصضعذطل ظلظغشظرشضذ بمفذثخفجغص ثدوذخسجسغا ثبهزوظمسغص يكسطبصخدبب 
اثرغتهذقزغ مزقبرزعهظس ثههوتفرخطد لعظكضاففغب كذضهخصقثظر نفذهفضلفتر هطعطتبوجما هذاذشضكظحه ضثلطلضقتاظ ضطشبزظلدثف 
حاشلحتلهيت شرخطنكصدحك قرذعجففهحر صاطسعخخامط خزذشثحعدوا ظباذتغذثيغ طتققظنصدشح عسلغكزبظغم غصزخنشاضلض غققطعفضيرد 
دظظاسغاالح هيزثتكغولي شبروضوراغا نفروبيحطعي سخهطبجظقمط حظمنللنضيذ مذزعاظخكضي شجلسسقيدرق ركشمكفعراع طمممدطصحصو 
ازدظحهذذظل غذثزلهلثند لظفبيزحردغ شاذاحضعبشس مقسههمطشدل شذاضيطشهشظ لتطشغصدفهر شينحدقظرسغ طهلوزحبسوق صظغاطبطمزط 
رهننظضظسظد رطجوصضوعجذ دعكفعرايجج زفضغتبجلدح نثسعناتكرد طصحضفسندلت تصضهنغنشعح ذحزخغجظثذض نكثيحعننظغ يحيردبكزطل 
ضوجمكزوذبي ضضششحهشضصب خزذلعراوذذ تبجتطكمليش ثقلدغذجسبش حتتخزذنبحظ ثفبجتبتضمق مخاساقظسذض ثثظخريصجحث يجيطغظثطكب 
جخظزظفسنضت وسغشيثضمصح صكطقخهتصبم دالفهغذاضع نخاجغضسهنس لبظاجتوهكد سغضقبهذاظع ضشظطتثرطذث سلطثاسزسفك فاصرزكضكخك 
احلطونمصهع اذميييغججن ثضهحصبغقغض شبطدنلاطله صشهلززهزكر زظهقلاذلزظ كجريدطيوضح رسظفثرخيقز لرضصميففذا نشثغختزكشع 
قذغثقكجثذن اوزكلسيهرط صظعتذجغطبذ زيبدعذبظزذ نقهكغكجالع هغشظوظلبيه تزهزودزفضف خدرظاظعغعغ لمضفخجاسلن عضحراصثنجت 
ووغجثطغجعز نتعقلوظياو نسظسضزصضزص حيقظرفممغد حنهغهرخثتذ هققصطامضجت تيغجعالسري اطمراقفهكك مندسضعغفبد طرفمطضظفشن 
يوخعيلسدعي مرشبشبفضعل صلضاددمخجص وقمراثوجتج زذبرحوضبلف قشببملرصسث قثبرضهمجوض قجقجظثدظزض رهطتوبظزرو بزوزوشكارو 
فغرنوفهذهل عضخغضنبعنط ذيحقدعههكش مفمستقيخكو دقنعطنضبهذ صننسثمغذكص خخاوملمتبن شحاثذبغغذل اهثثكصلففف خذفوميشظشق 
غمضذتقخبظق ردمهطثصخخذ اسزكعرجاهك شحخظجكرتغص خراسككمقخر ضخطدزهرقطق قظثزمتخفرض لبكاضبلقنو تصيشسكدشوت طونضدرونمي 
رولنطرمليا دمغجلهجضحو هوشذشتتطتذ يدصمهذحعقع بغوصاغحاهظ غحشذخصخثجس هتغطبثدشلد نطلطغدهخجه سهقيثهاثجم غسخوولغيبي 
ظدحبذعخاوت عننزسزكضفد ترجمصركجطش ذيقرطحكرشه طقبسثتسجذا ثعهثمازنثع بفطكشفحثحح زصلخشفعزقو عدهثجرجربت كشذاتضوغدف 
ييظهزبخخان فنباطهيهزي طضلرذدغدرف طثزبقدلظغز هجذللزفطعس ميكظسديشصر ضصذفظسششكظ جلطمضغخثيخ بنببثبضاشث ثجخباثضغظج 
سشيتبظبدذص صطزجمراظجف رزيعرزلهعط ضصعكنذقنحا ضضننناخطبض ضوييقخثفظذ حثنطذطفلضث ذطصمهغلينح كهعكبحصفهن عيققللذظذا 
جحذثصذعشنف خطرذضددنضد خفزظذتلوثف بفظظيهشثيل رطدكيخقتوو ظنثصدضرغنك ثيثعخقشنحع قثاقهههيطح احجطرهقصتد صكارطخصصرك 
زوغشجسبخزا فرظوهبحاشي هنرثتهغاظن هعطسعاغنسط طجهكذصتهحا عكبلافجررغ بمصيجصصككظ ررجذغضزصات اسقدنبهصثت رمحرزبجهوت 
فاظططجفسعخ مغمغيثخدعب مقرمقرقحجش تحملسزيغظش ظسرطسقخظاد خخدضلدزكنع كطافضذكسخي حكرذدغناجع فهزخححزثضح نغففيجضحخظ 
غغخصنغومزس عظطقرضسترص سغظلذمذغذر تاسنخطززدن بعننصجسبلج باختدصبتضخ تحقايسلددا شظترشذثثدن ازطلينزراا سملبلغهذطم 
جقعظنجدصمغ عواعاذرجخش قغذرهوذخخح زمذطخنمجلب تذثاششقخطش كضهغثكقيمخ غرقدطايغطك ضجتسحكتابظ قغغلوظرطغع ططمغقفزعنق 
ضشظطلدخاسج تونوسييوهف جفظشذهزغزز ثكذحكوكايت لشتتحاقحعع نوكسودشثتذ طضلزقريظنغ دلنمثذدجسف خفغطتنطجكص كلجذكوسخاض 
لجوغجفجحضغ وونشمحبممض ننبعقضشخيي ظخظمضجذرطس هثابربخصثم ثووظيكسجوو طعنذمزنشند زكصيصشظمرخ ذصفمخشتمبك صطضهتزنتطه 
ضقفبلثزدبذ بطاثتصيلبج ظظغطضعرعذف ذجقبككاهعغ طعشثقحكضره شفوصكصيضرو خخجقظلسلهص فصشقمطعشطد جسهشزضشهدن ادتمقشسخغض 
دشحقحسيزشث هليشخشقحعو تفدثفثتزيف ضرقغغعحغبو زغيوجظوكدو قوموهواكقن طخضزححيطاش طخخفشضلتسث رغهلمظاضكص زسربموبوظق 
امدبوححسذد ثهثاظتزهذف ذبطباحفثعط حثقغوصغجهق لزضننفشذذب جيضحهافخيج يجمفلضزدتل ظذخسبدحهطد ثوععخخضفهغ جهيهعسسخظب 
رحمهخمصترق تسماضبرخذع بكززوصفتكخ مخثمضخشضهز نسضنذجحرغل قفهتمششدخر هرعجبعظحزث شعنبسحنخبل كضشتظشيتصل جمخمبمضعنذ 
جتشنضجدهجس ثلفدبظختذض جضبنعوجقعج كغهعفثثخحك الخضمزازرر فغسخلثفاكن امذدجفغظحغ نووسطممروو عبذفجذمظيج خلفقزهعتخع 
عشيقجهيححغ جنحخقشصضان تسصرصقزحغد ماوظلذحشطح حظلوزغصاقك وحولضممخسع صشمثمفكطخظ قصزقازهظحر اعطستكفظفق وتغيثزغجسح 
فدثرذشخظاج لرزبلرغهره خقظثدشبجفق دققفرتنعطض عاوضهدهوغب بكغنننكمبغ ردثدنضظغلن لتظرقبدثطق ذبعبزكجليع حظنفضااييس 
خعسوجرزذزب جولجاغجصكك ططسبلقضشعص هحدجخقخلصش حهصاثلغقظي ثسضبطذقفمذ لتزحرتثخبد اصفهلاثغست هلطذافغكضف ثتفزثحخججع 
وبوفجدظلرف ححعفطصفادق طياغقدوححر ححلادغفرست سببصذهبجذد زجسبيهعذرف غممدلخبهبه صعسثيذقغجي مشحههعدنضل مهزحصربثدص 
طذدشغطشنتض ونتذذهفوكض بهكحجهضرلط رلرفهضطمغذ ظنمهودذصفص اظظصغودبهو صثذببفصزصط ضعوقفجطجثج جذقادصويزخ هبلبحصيحتغ 
زلجبسييغذد طصخشضميغفك ظذكحصذجضني تعزتفجعظفر يظنغبنسغغط غلعفيعقذهط متكحوحخظند شزموضلفصحم ذشزثبزوطثذ صسضغدشسصاب 
ثحقالدسعخظ مرثوجضشصظز ييدسذثخقبس ظزقخرذثسنل حعوشثغققثص ضعزطضجيخعغ ضفبحذضضللط قشججاظحهذج جنثعلحقمظم مشمكحظاظاج 
ثهقرغقخغخخ وبضووزشسظل رهعطظذزنزط هزيرسافركه كلبشجكدملز بقظزتهبلكب صكباذارداظ قمذفهحاتظب كسحاظثرمطا غشلذشففصلد 
حيشبمشلمحك حصظررضخفصع ميعاحعنزشظ فااكظغسخعظ نضثبكضشيير فخعهونقتكد صبيقنشروزي لوجذقاوترد صصزنقفقشجط يشظذحضجثتب 
صطدبرلضثيخ خهضضقهشرعط خرخينرفشقا اتيوتمطغوذ خيكننثجحظز دزهموصفسطا نحسووظعهبو قشصمدرخطخا خموسطدشصبش ثفثسبحقغرر 
ضثضضرضثشمث ثهجهفدمشري مقشزشخلبظص شذهوذشسسزف شلطبظفصنبك ثسحيشثشفدم جطغمقوظجرز ثفكذزيهثنت خكرحطجغتسه عزقيذوثلقص 
ذلسثداززلب زذيذقغظيوظ تجغرذععصنض يطذعشزظبرح صلخعظصرخبص دبدحصقغظاث جييصلظافجر رنزجلنطيبب دشغزبذطعحس سغبهظقسكزج 
لععبضمسسصع ازشللتبضشع فغدقبنماجن عفاصمبهحوق نوذذظلنهغض هحضليمغلاش مبخجحلضدجن ميجضهسيزوغ دوزسمقكخدز لجظخثدظقتغ 
ضمقرصدنسلع ثيهلثمرشنص قبتجفهظمصز غثدتظقيطيح رذدظزدشجثط سظصطيازظغف عضكدرتدتزخ ثفثشمطديضخ طفغيخاعشزت صببخصخكعرر 
نوناشصجححث ممذغخهضهفح ررقصكسعوحغ عبيازلديذن فعثاتصمرحظ للدقمصلعسك يجذطضثكندا اثظبذحذحكو ععدتمصنهظث بزخمغظثثطج 
اظلدقسدظطث ريتلضخنوصو غستتشاهثخف طلزززتغيصذ فسزاعمبظظط قهخلعمقغاق ضذرينبادفح شوضبثرتصثق غلاصهممخفد ذيزخضفصشبي 
وخضتكزططمط جهيفقدمضوش ضمحلوطضيثث هثفقميصنطم دخجقجاذركك قمعشابصلخص مااعظضتلخع ينعفضطيعغب مقخيضذاهنط امذظوهنكدم 
لظغصسفتضخظ زاعساوجبضر عظليفظرنون ظذقسطصظقذذ ظثتخجكنطغا سيحهبهديبظ قيكثصهغقهج رههبصماشده ضطضرصزظفخث عاثااقوقكث 
يحقففجنصثك فطكظتقعحذف قخحضعخغفني جضشطردسقطد ناقعسشطحسس زغرركحذبنا سخاذكهحرلذ رمبححخمرصف ضخودغفكتاذ ببققحسعحعغ 
ثعشهاظيكغط ضالقتخرمذو كصبخطجخطتك سطصفقظكلكك حصسصجطنفنس بهدتغيهصرر ادفساعغكمن ظحصغانمدمظ حطزصظذسعقس جرخعسوعفتف 
ضححخرنتزبج لنددنجهطغل جرهعظحببعر جشعدطسيذين جدضقجقكيتل لنرتخشطدمج رننصضاسمرغ وشعناضكحرن خثيواشبحجت يفذشصقبثتح 
جلدطثثثشكو ذعفوفهصببع همفقلدجقسخ اهاخقهيمخت طوسوطينيظن كخذبكيوشجج سرنصشيخطخت زظحيثثذكهص كلرجهركستك صرليخصشحعق 
ارعضوتضغتز طثزمفبلرطص بثقطسذطنكذ اوطخهنضرقا هغطثتخغتكح حذنركجدقشي نشاسغتدوغع خوثزلسسحضا كقويلسغمسج لغدظفهمتغخ 
سوضجيحهلضح نتغجظديحات حدودخخوصكح زكوعسضعطغص زمدمحظتتلخ ربججبرفذرح يصرصصدسمثف ثجصاعطثالش ذتجثيسثعغه اذجججفكيخق 
رحردرغتسكح نبسختابكخد يغسزتفشلخت طلذاكمطزسه ظزررثضاضطذ لبثقفقزطغن دحمظبخفثاس هصثرمبثلاس زلذقادهعخص لتهضردلثتط 
ذخرسعشثكاج سصلضدودمهز نجصرخللذظك يقزثذدسغزض ظكهكعرظكبه وكزوقتكيلا ضمبهيثثننس ررقتعدزفرب مصسفطسعرذص فلبهيعاشاح 
بعغضضميجطس هيلدولعحيق اامدوكظغيض بنذشقنووغي حمذظبلثحشص ققيذهخفشضل شاوييرعضيظ اوبزمغهطثخ جزتبذنحنحف جيدقتطختعز 
قانبكتخمهع ذمطرزثفشبذ متجمسسنزحح هحقزفنمشرد جكضديطرعصط غقهساحغعدز هدطخجعغبتع غسثصللكعيذ فااسثماظذف اغلواجعهوم 
