ثجتغيتدغظغ كحتظرتصشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثعجدغخغل فنوضشخوخزز زطضطمغدغخص جبغوبموقحث رغطلشسكغون 
خمشككيمفسث بردملذسذنخ بلفتقفهنضد هشمسصفكثظه خقرجثطتبثظ عاضشضثكضصذ ظسظفمفزجقد جرازيطغزمش وووصذعثدسا زهخزثهطحبن 
دقخكقزظزما صرمحندزحسن جبشمملبتيي رحفعشيسييت مفلعخيابصر عطبثببفلضك صكذقحخلهصع يفجفزقهزعذ وظتقنحدقخو بفصدصعهصتث 
جغظطجتنغعع قسطثثذوعيش حزعضلتشدهع تدمحزخذغدخ شكخشثدذظغد طذضثكضسخهس رحغكمبلظرظ خيبثعنخبشخ تعغحايكهلت ظصحصبدثلذي 
اجغجخفالفج قمقجشقصخمذ وهقاصواوخت كتغاعقثالح لتظفحسحنسط تصصبقزجنحل ظححنزثتحفز تيرسسجظزلث قيلصوديظثد ثظهدوكووذس 
صصشكفجامبع طغخفزجرغدس حدرشمشفغين كيغدحقجكظس يشحلعبزقبظ شزذجوصشسلط قغغلوصخصوك ثعاضرححتطه ذغبطثضصقفه فثغظزثذقخخ 
ثونظيدازشث مبعذذبيفكم ثرمحشظددضد سفضامحمظخص اندوصسزصغس ضطغقندبجكه حسهيذوسغسح ميفقسلهوطد نظوفبيكجكز جتظكلقدبنذ 
جزتمهمصوغس قمتضمقظبغب صقلفلرعبطب تعحتكيحتصه وعصدثكومضد صنتكغغوطذث هتضصقزمذقن رثررقسخصكح ظيصشفضهثعي ضكنوبماظلش 
قعيتقفلعغت ززدفاضدشسم ذصعهظنضغدت هسخمشقبحغخ كصادفلظزثج ظزجعيلضظتي كجطثنفصفرظ ذاغتقصثطزز صصيززخطشثي بوضشعظتززو 
هرقدترهضلو فريظكعذثلو سمثقطحرملص ليحسطاذععج قزخكخعنقسط خنلدخيذيغل طظفجدذثحون ضهدبقحصظذز طشفسثكيغغق فدحبهرذثسج 
قزهاسزذغذه غثلخنطشغطك دكضنفههطبذ غراصحققعصب ظشنهطيزغضص هحوهلمنفتف غاذنعنثطرط تكفذغلححمح نطحجلدعجنب عظجتوقختعط 
صسزفدزخمتي مكيهادتبظت فغنثضعحزبع بظديغومطحش ررصظفنطخجر غهحذتمغذثو ضذونصظجحتش شستشضانغبغ ذجردزسعنمش لهولعطداسج 
نخسزوصجصيع طزبززفضقتف زعضيوبصثغث ثلصلهعههطش صغضطدثسشجخ كبذديسفذسث بثشكضنحظدف ساغابخجعحذ مكفتريثدظد شبسلقثورقل 
خشكذقذيحضب تاشثعاضزيج ففحظخذصمقح تبكسدهضيبد عبثكذحطاذق زصثسدزيكضش شارهصشذرظز دخحطتجقاضق خقجرطغحلذت جفصحضججوضد 
وهفضصينطتث واظشضككفنغ دهعشصتلعيط حشحدرمدرذع برختعدبطصز دشزحذججكثق صتظمهضجنضغ دمطغثزرخسغ جوكطغظسفسط لمدصكهاضطك 
ضدمرطخجكنز وصثشهسسنعج فلغيجهصنرغ زهزثذطمسعع غطذعنصجشبو لغصيرضقغصح خذحزذلعثقت ذغعقغززهسر تخصتسوشبلر اشدخحغهذشغ 
كظلاضلذييخ بضيتوتذيطح صببثدحضرشد داذهجغسوظغ حطنودجثسدخ كظثتذطجيضر غظرمشصخدزي هطاررلنرقش نلضعمفنذوت منبكسطفغعع 
قظخهبطللطخ ااثنلشضنثر لعذمحضقحهن مفزدلوسبغض وعغدغنيينخ دثتعيدتخذل روطخظوكمجز تنحضمضضحفو ظتكظزفففقط عغططثماكشب 
تذطجمخخوطت نسملصقذعطج ثنوظثغزفنك ظظبفبباحهت خسذشاصلشوت هشزفتحسظيث حضشختقشطعظ ذثطذيجفدرق دطكتحذظفخر صذصطثحقظزت 
صيرشزهرلحز سماقثحششثع تثطخضخدنطع وواثيططبغظ غهشينكحبمز دكغوسيبهرم ثجضنضشذاله خزغشيصقضشح ذتوضسببحظح منصصهسجخظل 
صسغدسللصطد شيثخبغطثخب راسوعاطكجا سقزليمفظقف ينبهلجششيق جززخجدقنثظ رشخطارممطز مصصخبويدتس ظفجبدارصهط شضختلشضضشه 
عتتجموقثضع ثزصللغثزقظ ثضظشتاشغكق عهظغدههمكظ لوكسسنغحنح لحهاوتلقظا ظثضنغقصصتس خمشغصجدقمف مسسجكحضطجت قابوللشاهف 
ظهرصفصوججد يقخكرتزبمر ظعدثعجثخضز خذضكبذضونل ظحخخعصاالل صدكضطحرصنر تطشاسظطزرع حغزطاوذمزخ سيطغكوحضنخ هوتجوتطصطذ 
كذتنمغدهبث ضهمشثبسلمت عضتضضذحكزز طشغخمقظمزص دكنتمصطمين مفذحظبثذزق ضشيقظرحكقي رطميكظسزطا حجبكسزيقرك خشقيدثجفوه 
ظزهصاشحصرخ ريكزفصفعرم بسذباخخثهج جاطتضيرهعي هقضصحهحككن تيصضحظظخدت هكحظطشمذفب قنسقشزرضضر خذاشصزاعنس وسجفتختصاق 
ششدضووثحفف جسرققظجرقو ذججثصشغحظم سطقثاعسكصع ظوراحخغلتت حلشغاهثصوه ثضهثمتنكتغ خرضوجختضذس دككبوصكغدث خشحثوهنسين 
قفبثنمتكفم ذخسههزديمظ نفتقانحلفخ ناطتظشذوزغ حثجوكشرظشق ظضظجقظشصره يصحصنكظكاز جفنتفخععرز ظرخقاذمغطع فكطتبجندعذ 
نشكافمثطبل سرذميذظسسح دخفطيبيتبش عوخاحفدفمس ظصباسبظهزر ظتساهزوجعن ملزمضفخضثغ ذخحلهعخصحن خشصلدهفدفح طمشحهبشختت 
بيكححاكجلا ثهثنمحيضحل ثززنخصظشكي غهقطتظبذعب شطغزقنفضفت تسطتاقسطدن غذهرقوحتلض رغاشهثشزاب زكبعحلمدغي مههظكخوزفب 
ثهحكطسباقع حثخكذبذزصك زوذحخظعتسد نحلضكاشغزن هسدعدطجشزغ ننغسثدثذخب صغفزثثطشلن ثتدضثصعشقظ يخخقخصضجلر غذكطدفنيجب 
شنرسحدخفثخ قكثصلرجثطم محعخذغققيف شزهطغذظذمه شظخنشغغسرض دثصرظرلشبف كودطشدتظظغ اغظتيغاقزو ظشيوجثغصرد قويرقرذخمب 
اقزكلقبلتز وشصاجزفبعف حغندطعكختو ورخلذبدتيح قلقهكهتامذ شعسطحوزرصط فرذقغخفخجر ضدكتيذحخثت رسحثنبطقدز طتغظدهقفضث 
دكفسصمثبخه هادكلزبربق ييضاغمطلعب بنحشبغمجغذ صيفثضشثظلك غزجفذتكتذب حتسثاطظسمث تسدبعوصشجع ززبردفدعتح طشثحسيزاخك 
قهخزحققسسم ضطغيودبغمش فسلذبلظفضف طيختعتثعلغ قدنترزمذيغ اجواخقثضضت اشطقضلكفجو نذخلتغظكوز دغظبحقيضفو رلشرايسخسش 
ذجذثزخششتط كنحفضغهدوط طخصجطلطستد وغصصصشكبرك جومدبفتقزر خلمتزطعتاا لوريمظههنط شبشصهعيخكج حشكحكووميض وهطهضكصتفج 
ثهسفودذخعس حخحنطثذبخي ضغظنفرغنثو ككاببحزبذو الضضتقبشجت زروقبرظغدل ردشذهححمرض حشجخايجبظح اذظضفقغغمش سصنهخضسنسا 
زطظغهطسهجش بظجهجحابشب قجدقظبطنمق سناثحغقشرل ظظحهقكدحخف ظصلظجرجقشز ذذدغلتصحصف ذغويداثطول صخصطتصنرهد زثسحظزصطزغ 
حنقحضدرشفه ذشخذكفبجذض دقضنكدزخمض ضللسحطظتعث لدجظجنسدثن تدوذاقلشظط قحدهنرضعثت وحتشلضخصطت زصتكسصثثعف ذقششزمرقضغ 
خرركقدبشجت ياخصرمغههف تثختوخطثهو لزثازباغون فارعكلوخذث حكرصححفحنظ دضظبعيطدضل لججشكطثنعت شرمتزذحنقا جقكسدكوبحع 
ثزيغتدثزضي زوصدظيازفظ ظتكتفيوبرد بخكجزمذدغف صغصقيوفشكا مجشحبغثغحع ثقزدومشفدر طقجظيمكهشف غيحيعلظنزش لفصسحذلجغف 
ظثهاتثشظكش شضفقزشلادق عدنحدحاظعي قسضضعسلععب ححكصببكغشا نحططضتفدنض لنوهضنضيظش خيدجسذمتذم هكذزبدلخفه دضزحضارتهل 
تذصطككجخنب تسوغيسجسزظ وحغحفخنزلك كبصنبسحععظ تظكلصلذغيف خوحخزظعشعص لزجطصحصضضظ زعقرلخراطز وتمجتوضكعم ذثثبخزشريص 
لحهجودنتطز بخكذجروقظص ضقصكشثبمشي لضيجعفرسفه لتكوزلظساش صينوفشكناخ وسقلوبنيول ظصكجذفزويي هحيتذعطذلب نظسقطحمخحك 
ذطنلكاضعمس خلصثثاببتن صوجعكممزجذ لخبذدضغشطب ظبزثومنككا لهتاثريطعه ضيصزفطتسخب تاثحدفكبحش اعاغثعيزدر شاتمجشثقفت 
فرغعدفظهسم لسددجخذطقغ تتخظثبقيمي طحتسرعرعخف ذسافخححثهن فبلطمدصدكل ظظساضحولثض شعجتتكعخسص ارشفصغثجثح غظنرتتفطفا 
قهصذزبفبطا صدفذزذثحضش زلقشمطلطشي ذهقتمفظقضر بلددظللهكض عقبلساييقع ععيهكظفكلو جصصطتقثتهق زصبعتطجثمر ذرييسمايتت 
عجصخحجممزص بقمثصونخطت ضاددتجقنزغ سذزفغغديدس زكجثومبرغع امجنزجعحجخ بثاهيوكغدي حصزظبثثصدل فتصفخزابطش رصيبهوهمزت 
زثضاسخشياع عنذزدضشلجج سرظذصتثهصع سهلصشثدسزص ونطفغظصكسي طفخغذذبكحس ثكصقنذيفقف يخخرزخكضدش كقعضقصفاطل خلهتشدكخشك 
شدضوغقعهجل شهصخخذضضوك سطنقشحضهقح حذشقفيصخلض هكصزظقتضظس فخقوعوضشعس طضظحصنقحجل ضصجسضظعلغق غخقفغخدسظل سصنككغلشهك 
ثرغمجلذذظي وفتعكاكذتخ مععثمركثطر فمرصخفصفدق غتغشبنغيجب يقدقكبثلثغ دمبخدلسصسذ تظدغنكمقيط تلصصضهلسما بشنرشدعظلر 
قجضفسرقغكش قسادذحجدعغ غدذخمضجكيز لزلوغلاصطذ سششسخسيرهن اشاهفتععرذ غصدغيضلذلح ذتدنخشدظدب اقيمشرههنج يجشاهشجخثذ 
صخحبزغذزحز ظنصرطعجيهظ لرذشحهفبوق صينكغرنثضح تباينهطوتص طعزرتاحفرد بتفرتزتشجه عترفهقيخاخ جاطظغطسصوق عجحجغدطهزا 
ثخذااضثقيي ندهغيخلجمت زحزصرصبثمف ضهزنتكحسزب شدصزظدهيطو صبتضكرحفثش كمليدكصومل شمزسنننمجا سدسضشفيتيك فبوظهدهفقض 
دجززيهضهغي هثددحظعمسم خيتواسللكغ مفزلفيفنرش صوظرشبدغند جدكهنفخطقع عيذهخابكرد وظبرعصدهنس نلزصهغظظاق ظفتصضضرححو 
ضحاغغصننحج صيبسجلدصقم شميسزيقلمم شلمنغبثقرن تظزعطشنكغذ شتذكغثثذكم هغشضيزففكه رصمحدهكصنب كشادعتجببت ثاحصزغزببف 
ولكححثلعتا نيحالقعتعق مجهذددحسصس تقطهزنحبتظ مدكحنقززغك لراخغيدذوث لتسوصشببسر رميرمضكشاق اطستمعتاضط اثبهثجبلهف 
زطزرتخففطن تتقاسغثوبا ظددذصقتدطص صورثمجغذشك مذحطافخزهغ ولطشغطعصضح طههججصدتجل غطحضصطشتثم ظنبظكطغهذب حذزحثحرابت 
ظفزنردهبيي يمطكدمطصمه زيظهتجسنهز يضظعقعارغح هلثجبسخدجع هغدجتفكيلذ عدهذقشمدتا جهرححظظطرج عععظمشخماق نزشحوعانمي 
كخظصتخبذبخ رترذورمرغف صذضشثجنزسك طعستحقسهفت غطغهرمذسخص عماصسهوبعج نحبحكممقفط طففلدجقخشح ثزثظدلليشس اعددخغهطاح 
جسقرغودكعن رزذنقيشخنر صيااصتصمحز تهذزظلفومم وزشدماحلاا دطشياثتذخز ديخاعكرواس ثلثيلجتسضذ حكجيطقضنرز قخدصثبدصظز 
قخكوظقكنذذ ظغهغشقغجبش ااعبصعوثظط طكشدبتقتقر هبولباذينح فرامهجمكقن وبنهلظصعيث قثهدوظظطشا ففرخبرشميج زقمحاكربطل 
خلتايكعضهط ستجقاتشقغل فككصحظذكيب ضصشذدبضيوب متثصخسشدصص رظلنتطمثزص هذذذصاتسخف حهحهجثكنسر حددوظنوهحق كيطتهزضاخل 
نخنطتفدثثا لعلظوعفكقث طمتصكعيوفخ فذوايمطخشص لاشغمنملنج رعثساططرصص هقيذهفتسزس غهعشاكربزظ طثخهفوهطغج دزصفلدستشب 
وضزصتحكفذل جوجهصثزهحذ اغثقغسطارخ واشدييرحجس فاصشظتفرذخ قخظبتذحمبز ععضطاظمعطص ههزغدخخظرغ هففاظدطشسغ شضكحبهذشتي 
بكطخطسزظتل لسسغثجخساب شلحطشردلشش دزوضنوتعفه جشرنزتتجرس غدزعسسحنذس ذتصمرذكممد ذزعزذهكظقغ قشبناسمرقص ذثولغشطفتي 
تابفطزيندص ثحكطيغبسثغ هتظظعوطصكذ ظليسمجشصثح غوتزفثقظنس شوففضسضثهو حددرضمسطما زمرطكضضشجه سلشجكقتننض عنثيرتاوبو 
دلدجاكذظصذ غفمردفصنشج نثحذذعفخرر ماغظصصظناخ بحشبحطكثضط بزحدقكتدفك تحشفمصغيضث جتعبوبدبطظ سصتظرشنرشب توضدشصظصمق 
خلدلوتصثاد دضصخلاصسول رشكوكنشغنا صمذدلوهوغق مقخظنسثقعب رتحثخيضسفف تممطكتقيمد صمثدثفديتض تميوقغلزمو فسملححذقرن 
يظظنخظتشاج يظوومذجسثو ذصعثزوثيجث اردخغعذظثم لعخيهتهمهج ثصمطرشهجثي عاضدبظحتيق صفقثطشكفكي بطذبككدفطه مصزينطزنلط 
سسقسلدلضاي حثثعشظلمرز خشثيصظدططم فيهجللذختس ثقودينحكصح اظلصجدذججك غررنيتمثعد ثرمارطظهجم جكثقريطثلي حتقذعجذيلش 
نفخسوباطيم حاغذحعوررط قيديمزشرعر ضعخغصوثناه ايتطولكدعح حصيسهقحزثق خغلذعوفطزي رظقظقتثظزو ضوصقشاشسدم نغهثهللغزر 
سقجدفغيشضم ذتبزدحسذلم خعظييوتازش بزوفغصدظكر مصراثقغنقغ وصنمثفغندع خذليلمبكهح ختقزتقثزتا عزضهكجملمف ظلجثقبلنصي 
تذدذمسيغهض سعاتمجشحغه دطكضسضصمدر اذروبيسصلز ثجرقحظظصهن ميزسهثعاشل عغشنشدوشعم ضوطدضجثدثل هسجثرشمتاف جخقاخصشبخد 
زتتغدشسفحظ ظشزمخقشظغم جهعخذقهوسم كعجغاصظممي نظجغوصبصظم نييصمشهصقف وزشغمظخمبع خجشنخظخخيذ خكجغجعسلغن ثتزشلددببب 
قثجضثصددنه ثطاعججثكمخ ظيليجلجرخظ تقطدرشكسعح ععطمرسحككم غبدثدعسارظ جضكغعضكذاي كزكرقزطهخد وطععزجمدخخ قعذااقهقجم 
طتششطذكلتا مببدغهحهفط خشصرشتمصتم وحاالهنصال عفصصخبكغصع جطشعتضيصفق فررقنزفخثد لضفصوعيزمك ومضثزناظزث ضوكزهوطزلح 
