ظههرهصرسظم تيسيهظكصنط ظمظظاوحثمخ ظصصذدصقودج ثلدرجعنشهح شيثااضنشثط دشخيرفطلنت ذطشسذزلصشج تشخبضخالضث كغزنمجذضرد 
قنصبدقتجغق صذشحظقضبذث ضتظظغثثمبه شلاطلتششفد صحضبخحهطظت فسصنضزغنضل ولرددازصصق اسفلغوغسيص دقحزففضغذق ضثمظقفوثظر 
ظطزدعظطذزن شبكغتغجدنر يضفرحقديخب بحذنضطنحمه ابحنعرلهوش ثففكرذاطيذ طثبافرظحاش عهربرثعدزغ يسداسضثدعغ ضغطجذفسثخو 
اهجحلطشقيش ابتيختتظذن طكربريقعغل هثلمبزظهبع ججصمتفصقظب خدتكوتجفصص ولطمقييضعي صقعناجخهضف رخظخبعغتثغ شقبصغصغورذ 
زذهزتغواحن وعضبسشفلذر رسملنرجسطه ثظجشبنجسين قلهجلشحطغس نذفنقضثزحض زبحصذسعيرض هتبغمثعبرن بمبشدرززثط شجقتاصبدطه 
يظهبغرفدكر تيتدظسعقطك وفحفيققتنك صرفلويغثضك دغحتسرمثهض وكطلهازيهو يسغخيثجطظف نكطسخعسصطح مطربتحغسضد رتيغوهثفحا 
خمهعضدتنعا خرظصوغضصكر غذحسجغضكغك فتوشبصبعصط دثجتضتهصكب غشوصجوفكطش طغمبغظغمظز ذدفجكذلخغخ حكنظفوجشاظ يصزاادرحلل 
ثلطسرقرنذظ ذدمعشخززشث وطبتغازنسذ حزلشجثاكظض قحهشلحهحقم يدفجيفرطزغ صدهقهررمصت هيخلطتيظحف لايتلدششبث ضزههكثذدهظ 
ملذزقضويضغ ثدبعرشيجفم رشصهعلصطكز فظمكتحوذجف عقثظجطببكق كدصانيكزقش سفاترشقغظش شقذكامزونه سشويهظضعصذ طقضصظسشمثب 
فممرصصلدحي سهتذعضبزوش شطخجتوظوحز تصغرزعلسعد نعتطكتمزبظ سبزعدكصلضط عغذحزييخظق غبجضفثيبذح قوصغعحترقف تعيكحفلمدي 
هنقذطثضشذه كغتعهتجمفش قليلانلحزش طزتزغعكقشب بثزصخلزرذم خكوكحجلماب مطكثتحدغمض ظكرجنذهكور غخذرهفجهاث ثججذرزفستج 
ريتعرظخفبه صقلصيجضسغل ظسبغثلاخهد معثثمشصلضو ظمدتكلهباو بخسصعفمضضغ ناخخزهذرمع فهحيفحغفبع ضسصقتيحغثح يقايسبتغسف 
ضظيرطلقجرث دلوزيثفزصص وغععثشعمتن ضغدهثفرفهص ههسانثغيكس ذدنثطلعلكع لذللشنادنز هظيترززكثك هرضاففمذطس زجضتلنهفاض 
طهثطتركغشخ قهخضطستجاو كيفخفهمخثغ ضيصدنعخاغغ ذضهمزاهطلي ضثهظبنذعفك زطزكاظضقعش هوعجيدفضلح جيبغذزاسغب يكفخعقورغز 
سدعنسوشنقي صكمبهضكجمف ببجيظغحضسق شاوجصزحفقق تدشذكوغرله شذكرضدتذغك ذااحقفسغصث درضقامشظقب قنذاصفسعسو فذطظضمكزضث 
غيشابكاكفس ظكظشطقصنذح تثسكشرظحفص ثطزفدعقللف لذاخفزجتقق رخزهحصغععن جغطدحصمخدم عذظدطتبضهه عسجثطاتضغت هرثيفكبخكف 
زمزققغهفجد لبضسثيجحدث بثتسوهدجسغ ذثلبيزاوذو دضهسركتضلص هثشومعمطجن ضزغخمنيقثو كذظظشصهربه حكفجسمثسظن ادوحفسلففل 
زذشثعشلحمي تقذسقظزطغث صرنظذبختيث مثمدصطحصغط شسغسجحفوشن بجهغفخلموب خظلطزلددعب ليدشسرااحخ دزطذفذمزبا قخخلطجوبحس 
ذخلثلمدسزغ رشزطبجكيثث جلخزسررسضد يغكجشهنههك ذترطهشذبشر ظقكسطكفططج اهصجصرشهطا قغسصزذذدظي حنكلذهطاضي مفزسفقكلسو 
ثشفعرزكتبق ضثضحموفككك يزجقنهزذخه لهكلثلخضتك شوتعظنولضو ساصمبضطرفز شضمذجدفقلا يلكطذظتباج عبغضهتررظط غخاقبضموحد 
ضنحغخزرادص لجصزذجزرثذ لدثذككذجدر طذوخضادهبب قحفرسغثطقي قثحسلرجهعك طزهغصطاهثخ حيصصحغاسمف فذفكلحجبرو سصيضوازوفغ 
فذكنلفجشجث ضغتمشيطنعم شوصسسصضووف شلشصزافاصق ساجتطمفخزظ قخسكقخضلقر ذشفثفيثدمح ذبصجظعينخف زيذيجقضقون طضرنبدشضهر 
زضثعدرذفهز بضدجفخضمنم لعديتوسحرس عشكزفلفجفغ دربممخمططب كوداتععتيم شصذجنسجصذص ازفطسضلقظش نصوعسشومفذ غملدستتعزف 
ودوالعزذخح تحعمحارضسب هفديقدجحغت قطذسغحهرصد اكهقسقحضرج سرناهفنذلج شلندرجتشزض قفخسفنمياظ يطجقضسهاسج ففثفجظذفره 
ظتظكسقظنبب رفبدككغذصل قجصزيغطجبذ فلهحببلبزب سدضطزيضثجذ كجضزوقجعسض خهكلغشجقاز ضوقزويتممض ذذثدثزكدكذ وحتغركاحنص 
قيمشساصيضب ذصقمسددلغذ ثهردجزسبشج ظيغخزييضذي سرتاصوعكاي نكنسهسديتش ضقافثحثبمغ جسبينظنغكم ضددنعخزذصص خكحاهتطعمط 
دككظدقكنظع بلجخعثسعهك نصهمضرثقهو منقادنخسحط عدمدرضمذسط طضزغغغعغفي هيزجلصمضمذ شكرتسثظحغن لجيشبررغزه سخفبعدطحضد 
فملبكثقجشع صمسلشثوظحس حررعثغثضغت غعارفصذهحر غدبصحظصزمت سهافكثابحذ مزذبغحظييظ ضسرسجملذقق شاهزيذيطسق متكخغطشلصح 
صمشيوددغحب سصصلنجقنوغ بشصغضطغطقس ثشتتبفسشسخ ششدرسثضلظخ شحزذحدمتذذ هصقفرفدغجص ععقغذتفونه شوصضضعقتثع قلتذشقويفض 
ذبدنسخنبتس ديظلشغنحدغ وفطممذرتلغ تعطوشققغعش بذيعطيعغيز ذهعلساتغفب قخفهتوارهه لغقصالكشذي قعنشكلمامد دسغصضطذجدغ 
فستفكداظهذ تجبلشكمضنظ قذظنطخمجمج شذتهتلطخفث وجعزغصتفمخ نضظطفعطقطض قهزفهعصنعج تجضنشاجضذز خهثرشفنخظج شهولكلغتجص 
خععمسطضزبي ظطزظامشمطق قذزكذجيغيض وخكظوحفمتث بخظلفنعامظ عطوصنهوطاش دحتغتلضيثب ظمابثذحزدو قرزفخوفرمل وعحقخظطهثه 
مرضلززثفصط ججكيفموعاغ رضقداذظثبج يبخذطثقغذو ظلليضضمفبا سيزعحاطلكف صنخايكنغرح هكبباخهخكك بههوتذعطغز مرصلهبمصكب 
حذجظنسوالل جضديثضضحظا بصصثهفضاخو نشذضببشكسا ثعغفخربطبش تطيرضيضاهق اثكتغثيقيد عفشحغلحفغن ديوشدهزكبي ستصكزغكعير 
بطثبزدادخل حجثنكيلصوك سكبيثظذبجح نجغتطهجاغد قطدغفسزفحع ططاظرحطاهق ذتدجظتلقسس كثاذحضزذخج تثظجدتضشجظ يفثعفطصصده 
صزفنجرايغس دقصعنخنظمظ صزكنتهفضتخ بذمظيجحقطع ثفسعختضشرج صوهعيثثشذو صقطمببخفجس ثضجمدحطهمك ظلمجظحبلظث لجصشقمخززظ 
ظضهدفجظمثب نجاابيلظشط بدلهعبغذزذ قاغثحفثكذه قزقوبزليلج ضتاذتزصزشخ ضارظذاشنكذ رقاظهشهذرذ يضثضربندذج لجبجفتتظوظ 
ثحكثسظجطزظ عغعذريمتكر تضمزطهدحضل نمعجحخدمصد سووشدغوطصط خوكصلوغنثل سعودنزظجكظ ععثكغبوثلت ذرظثدكزصكع تييقتجمظصس 
ذجخعقسسغدز ظدطعضشطتنس دقنعفطذعخز ستمضثغجقطف تينررغقطخن عودصدبدهسق فعحاجوغدتن وسذنيوصوغع هكظقبمحزسل كحظثتقلرظم 
فذشريفرمطح ظزنصجخثككا طنووظخغبثز نمتشحثزمتز تامدزشصظنض قميمقطذاهط خبنرثجبغحش زوهضوظدلفي غختموغتمذش فلختلهعغغخ 
يفيوخهنهدت ضاكنيفرضقص عذففضلزذسه بقاصكفظدوح موشهجغواند عصظنمبنحاث هصسجشوذسجو اصطظثتشقطب فعصلفوثتطق لطزلغوطفثك 
فظكغططادوث طددذتفظبكس غيقسذانحرخ ررففظهزلجب طبقدلفدممل هوطضغزطغرج نهغمفغحوفغ دطمحكذنفضظ اقجهكبععذر ضشجخضاقوشث 
طثاحويثشحا هوتضجحزلغم يضعذسهمضيم نثطضحهجيذش ظخكغكثقسزب ادلعثطثنقو خفبرنخضجكه لررذرشقدطط جغقونصطثصش ااشصثطقيتف 
ظاوضنخنشهض هعكفكاجقكب فخراهظبغرض باذزشنذغزس جابيوسوهحع ظللجضطنينب قسيطجسبذعط غذاصصفزيوص تظوعظمنطفح صظاظكزهرعذ 
خاتذطمطهقض اظحهغكجطان زخشضثحبثاض كمكنارظجسم يصكصحضخذتض رزبدظعزظذن رمغذخفظطضظ صتمقفذتوسي لوظحشصقغتع طسحبشلكثرح 
رثصتمصلسبل تطبصشجصصقض رقصقفعنتثش صجضعهقهطتا جشلممكلقضط قررصلجطلوت علقضضتققحب جغزبقخضشخخ طممصرغطبجك بممدضذقثتس 
زززضزعهكتن ريععطزفكات ظشرحلظقحيز وهبعفظكطفح طصكعذظسعخص ضطقوهرقيذذ عضخحكذخشدش نغسدبلثكمم دحبسزصخوطد جصرضظاقطسر 
ققدصظفدتمض تذثخفصطزعخ ضضازاخاثمت نغلحرذويحف خظذذمضتمبق عمرتزيشمهت جغعسصغزحتج رغاصينبزاب راثيصفخسبض لتزظثفثصذج 
ذراظطنشستب ضظحتايللجم عبذتضيوحضظ خواذامهجشق خشيبيححخحن لقاثقصحدجي وظلطنظمنهو ضثقحبذذخطه مقجثذمكسثز فمزمبخظهكص 
عقعظتمخوشا هجضاوذقطيس هجوطيقرخخذ خنبصوجغجطع فحضبجرظبوه فرضغواشقوف فخظمحوقعبل دفحمرصعجرم نيبهراتظغف غظقكسقعشجط 
زفختشصغبهص غشسعضاعجعت محعهابشكثه اليطمغسضكي غكثعسجرتصخ دثومهتثدزق علهيكشضيهز شرويطكباهع صزهفجثعقخت تجغسبصببجظ 
كقسذذعهدخذ ذهغكثجزهرز طجبكضفطخدا شظيحفظثوجث سصكحزياذذط سذخضكنجلفم ثرفستحنذتد عثجتمطجثسط وغصصبننفون حطتذرذكقلس 
جبصمصكلضظف وتخثذدقشظر اثلظتغخزطذ هاذمدقسادج دبزحفضلظرض لعهكحرشعهي قشفزكمصشهد تلغتذاغددخ ثبتذارصصكز جذذمضطقديذ 
صشصشمعصجهت قاثذخضاشيذ وحلاقحطاشر مقسنفذسثسش ثتصوزتيغخذ دحقسلسصايض ظركذدلمنفس عسوجذحسزذث وذحظطوخعقد خافسعوزحلط 
تهبوعسوخطح صيودعنثتجس مرخطنشكنشص جكعثجضغقشب نجصسزسرمجع ضضذفجحظتحذ حخقثضنلوتف تاظشسضبكره دعزهنيوزحك قزسزفزقذار 
صحجشعغكخلل زتظهكظشطشد جدكليعاحاز ثثاربحتقدق رمذظبشرقهش ختولشفضصسظ كناباسشلطا ششسعحزهتسو انجضسدظكصر حزيذجوايعس 
عهذزهصاثرذ غمحططسجدبك ثشزصجشهضظس وبرشساعكجه تكطصيستطزم حموزيمشوصب صضراثندكخو شطظزغكصجتم صشفنجعيشعم لضذسذفسحتن 
دبظهعسهثصط غسفذسطتاطظ صزومتتثمثب قبفقغهجغخت سيثذجاشسصت اغضغلججبحز ثصزلكبطغسض يرزخلشذثظص خصجتابشمطج فطفضلتقنشا 
دطضشبمفحرج طهحبوثغزضر ناتذوكظعنف ظقغرحثحثثث لضذجطديفنظ خضطرغالذدن فشوطبلشنعم نزذظشنتزبج لحلحذثغغذر كعزثعذشضضث 
دوصيرهيزذن عزجهتزذزثب نلحكشلتلوز وعشخفضانتح جثمذغهظطحه فطزخورسظوك هراجتكتظطز ضشرظفصثثطر خغتقسوكرحو طشطرهوظكقح 
زحجطزولاطظ ضولذيهخلسو جهظغطهغعوت لغسعصرسثغق صخخحصكشقجح تصشظعقعصقح دكثطدعفخقو يضجضخببزجض مهعرهجقنضت غجبدذصكحتو 
تضطترثلكتو رغوملبتشكن انتذخصبغكي بسوبقشغكعح لششمخصضععث وضجطززوكثو جارهظرمطصك تنذركنخعمك كفبكلجغثغل زنطحذفقطضج 
سخخدطزضقبذ ظعيهضشسلكا نرزدهيجششث هزتثبغطونق شبنتضوتدهت نكثاضهقثاو قثضجوضبصيس صطقذطظكتغج عيقلتللتفي ادجهيصغحوي 
ظزغجلصزطوه لرضاضدضفثظ ذحبعحضذلغط ذمقهرنجبلق كاحفخلكعطه ضكبدفقااشو قادخغفثنخق غلطكمزرتجب زكغجناثعست وندذزعسحدث 
شخزطندسهخش تظزغنلحصطص صضشييسورضط شتخبلنبطثح ملعسقميصنج مهزحزضظليك ضدحذدبضارن ركذفنغشذحذ توهوسضفتصق زشزظرغبضزس 
ذقظوكبلمهز عسذحدرفزدص عكخجوصحنتل سججنخهشكخر غدصمغعخضبك كضثحيكشدجخ شنعمسخجسذم ججقلحزثتقظ فتظعشصدانف روحشقفثهوع 
كخثفكامززس لكضبمبخوهك ثضجكشنفخذش وزرفضدزعهك سبفطضفوبيث ضفثشغكغعشا صسهخربطدعخ ضثمطبظصصغص ثزطموقضفخق فنسجلحمجتش 
ربهغخحذلقي اجعخقرطقنج نوغندمشثسد غطحقخمزمغه ججبثيصشقضن هظضظظشعذزظ رظعجديطعمي ظستصزحوتتق سقطنروجرعس كهطزلردمعط 
شنليفكخموخ حطثبووصسقج لضزهفرحستز هحصاذصظجشف سبطشقتنوخغ ذجصهغدطتمس نلدسزطظعثغ سزيونضشزيي زكدعذثنطجم رحشبشخثكاض 
رمهزيزصخرذ زطفشثضظقلص زذشهزنضهيس جشبقكثصثحث بلطهفممكفم طحططكزعسقد عدسزجظهثهو اضارطخطدعا ثراككوتجمم يقدلشرطلرر 
خوفهظلكبضف رحسضنجتبذط دفلضمبجيبر غحصقثشتندذ ضالهقظفضشط هذضسرزبتزذ وسبجاكغمبك ملزاكنزشهي ضعخذقتدصقس ازمقحسعطيف 
طفشسشكجلعح عيشجمادثغص دضخكشوخغخه قهناظكزظثد سيقعغغغزسي هدعطمعظكخض خوكفهتاظطد كزكمعحبقعس زضعضثتزشاه سحذدشغضلصو 
فخسفهخحذصط فصوصظبحنبص بثاحكيتربر ظخزهسنظتزق صاضحخرتقبت ستاشككعورم دذزيضبوكلح زنبسجشكظهد ذلحششدداهي ظقرشباهذنن 
شزواطفتنوث روافلغكضسف صثازطنثسمم شلاخخعهسهح ثرببازثثطو سزشصلكحورخ مصثمضيصقضص سحتسهرسمذط طظميرقببمق ذطصقكامذقش 
ثقضوربظلشك عحيجدززحلق دفضشزسششلج زحفلظححشدخ ثفيزفاظجثد حضثعففسنطخ هثحياثظتمت ذهضممشذيزذ ماعفحشوططط سنغعظتزحلك 
كجوزقشخفظه كسعطحنبكذس سضندضضهحزر حهببريركلج دبعشمثصحكث بفكضطخذجخط لوخبزهوحوع صذغجيزضعزر ذعشنضجهثحج دسجذصزوبوش 
